y_prob1,y_prob2,y_prob3,y_prob4,y_prob5,y_prob6,y_prob7,y_prob8,y_te2
0.914533342406909,0.9999990889486299,0.9607667308223108,1.0,0.9999972975180472,0.9947346544841821,0.9997156516248707,0.99992776,1
0.001193970482324737,6.285735648925353e-121,0.06877717514413714,0.0,3.536441969414869e-14,0.00387205508885117,2.300631470416427e-06,0.00013620677,0
0.9489539854504543,0.9997364285995018,0.9626073708055976,0.832714829070129,0.9908448756008206,0.9761624954189777,0.9901256434656961,0.99712247,1
0.7938565740547064,0.9843039453044872,0.9577241763110287,1.0,0.999999930205588,0.9937037544113458,0.99487589648575,0.9972709,1
0.9503574836213938,0.017819333582496297,0.9308238305600796,0.7258578551235729,0.9999999970373903,0.9938544530587584,0.996185647648079,0.9961234,1
0.8972723317460081,0.9999849056353651,0.9681986248496646,0.8679771622113496,0.9999279685253954,0.9902072473706773,0.9977821650310555,0.9970247,1
0.590173232350755,2.9425412789620366e-16,0.9137437750278361,0.9301902318188818,0.9904672665031629,0.9720138700601312,0.9986892346060745,0.9965597,1
0.9781826090014157,0.9999998993822652,0.9824081602680181,1.0,0.9999999999699369,0.999434122371727,0.9999692517761045,0.9995963,1
0.28145456482719905,6.568518029226375e-35,0.7589678602145641,0.5484924833293509,0.9998363642544986,0.9213378999814461,0.972218328612251,0.9725208,0
0.8908185265522283,0.9999494593483645,0.94378278488208,0.9359851281249314,0.9999999873131659,0.9944407073268828,0.9994477417772961,0.99982184,1
0.9222450996978969,0.1349989822255705,0.8370194379213006,0.7329647738195505,0.9990618089597638,0.8937624985815114,0.9110596429046487,0.9454902,1
0.004847867467180275,4.283897819104727e-132,0.062499454982774635,0.1303945187514726,9.732695523039966e-10,0.011195861986698884,0.0024295770202439515,0.022056205,0
0.002061815187266405,2.757852194228879e-39,0.00020596200089152594,0.20119048375743315,2.372925872456348e-09,2.9605773909036986e-06,1.1745322043820123e-08,3.0955316e-06,0
0.753428569784146,9.897232945023664e-07,0.9162185810357063,0.9383940736074629,0.9999995326204263,0.9876409625004584,0.9990827976595325,0.9992248,1
0.48965521817961216,7.525888832461574e-14,0.4062638814435771,0.8671618897883725,0.964029303647623,0.9055714898102148,0.9754554020278372,0.9182695,1
0.129417740812372,1.8748914566141334e-08,0.07825968244361367,0.12960761551666283,2.272162446548256e-08,0.003475166421607099,9.518408424925235e-05,0.00059235026,0
0.8249708035187655,0.5216032087164878,0.898797629179788,1.0,0.999999763897891,0.9812561182716732,0.9587446297176444,0.9642933,1
0.4366425543451601,0.9048528275639472,0.6400829168992398,0.6883690844940298,0.30503884401275555,0.8460499252939325,0.7171740892084791,0.7887831,1
0.5457493722535236,6.016362833961373e-08,0.8860762051484807,1.0,0.9999790097360894,0.9636603959929454,0.9894021636928734,0.9968894,1
0.17890435612373765,2.1970717853966274e-12,0.2337457408905549,0.600905349233749,0.0033625825049009464,0.04637167294182392,0.001760974490311836,0.006672283,0
0.6550792644408574,2.3701957112302997e-15,0.7609603237592787,0.8011784022117259,0.9999999505179422,0.9600034192775537,0.9571500452998666,0.97882676,1
0.949921597636789,0.7267895664615396,0.994632865758852,0.9341177438511193,0.9999999844125633,0.9983376899394949,0.9996409594503011,0.9998684,1
0.9346311647802773,6.94238739531243e-12,0.9530984116729018,0.9385047492069527,0.9999983345099074,0.9935301687410236,0.9972407495222358,0.9970751,1
0.9427915158514327,0.9999996343376936,0.9656613200936678,0.9186797172235571,0.999253256132182,0.9788300063205477,0.9902386381593087,0.9950761,1
0.6708829250154066,2.626118488487915e-16,0.8847964861316706,0.9397067219119334,0.9999984843103817,0.9860262072582231,0.9950481457431698,0.9949314,1
0.4693093286612712,1.6606244032821039e-105,0.9801390402829139,0.8030705053030491,0.9955342137219108,0.979127851292036,0.9973920080321899,0.9937749,1
0.9667900346756296,0.0549227673915488,0.9843670824646089,1.0,0.9999999999999134,0.9950820880460701,0.9995620179436157,0.99898416,1
0.9255590812803599,0.9975608668013545,0.9685289112147889,1.0,0.9999998228804369,0.9958467386499477,0.9992933360001477,0.9990127,1
0.8943567258628201,0.9999431618846576,0.9712917209946356,1.0,0.9999992082096706,0.9908925002313408,0.9946804222712035,0.9993206,1
0.021377978630624975,1.438613915119126e-20,0.011679050422437087,0.46825610018882924,0.007862818541360839,0.009142570392401003,0.005074050863846496,0.0049602087,0
0.9809066721193574,0.9728107667329133,0.987641249071818,0.9390480084864598,0.999999981964172,0.9992365492019808,0.9997310690408218,0.9999598,1
0.8470914574822449,0.004644115337134493,0.8315734033954487,0.8769071731023499,0.9979585733244221,0.8740118276607621,0.9755116588353075,0.94827795,1
0.5662816054707078,3.999156673698916e-08,0.3732922181819028,0.8581189084575697,0.13599740731081225,0.0029233179713653926,0.00020764554216097771,0.008042997,0
0.9672765708763009,0.0034990801999378474,0.9926776471622143,1.0,0.999999981451749,0.9958734851050394,0.999030436250009,0.99972385,1
0.830193561976958,2.2278491073094644e-30,0.9656111603378789,1.0,0.9999969483803329,0.9838549189365203,0.9949839718911094,0.99374145,1
